locationId,location,iso3,iso2,locationTypeId,indicatorId,indicator,indicatorDisplayName,sourceId,source,revision,variantId,variant,variantShortName,variantLabel,timeId,timeLabel,timeMid,categoryId,category,estimateTypeId,estimateType,estimateMethodId,estimateMethod,sexId,sex,ageId,ageLabel,ageStart,ageEnd,ageMid,value
8,Albania,ALB,AL,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,89,1,1,1,1,28144.0
8,Albania,ALB,AL,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,117,2,2,2,2,27704.0
8,Albania,ALB,AL,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,126,3,3,3,3,27549.0
8,Albania,ALB,AL,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,135,4,4,4,4,27624.0
8,Albania,ALB,AL,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,90,5,5,5,5,28054.0
8,Albania,ALB,AL,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,152,6,6,6,6,29157.0
8,Albania,ALB,AL,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,161,7,7,7,7,30267.0
8,Albania,ALB,AL,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,170,8,8,8,8,31660.0
8,Albania,ALB,AL,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,179,9,9,9,9,32608.0
8,Albania,ALB,AL,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,91,10,10,10,10,32823.0
8,Albania,ALB,AL,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,109,11,11,11,11,32521.0
8,Albania,ALB,AL,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,110,12,12,12,12,32231.0
8,Albania,ALB,AL,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,111,13,13,13,13,32364.0
8,Albania,ALB,AL,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,112,14,14,14,14,32490.0
8,Albania,ALB,AL,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,86,15,15,15,15,32767.0
8,Albania,ALB,AL,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,113,16,16,16,16,33136.0
8,Albania,ALB,AL,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,114,17,17,17,17,34399.0
8,Albania,ALB,AL,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,115,18,18,18,18,36316.0
12,Algeria,DZA,DZ,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,42,0,0,1,1,896235.0
12,Algeria,DZA,DZ,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,89,1,1,1,1,919871.0
12,Algeria,DZA,DZ,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,117,2,2,2,2,942446.0
12,Algeria,DZA,DZ,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,126,3,3,3,3,962463.0
12,Algeria,DZA,DZ,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,135,4,4,4,4,978059.0
12,Algeria,DZA,DZ,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,90,5,5,5,5,988272.0
12,Algeria,DZA,DZ,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,152,6,6,6,6,990052.0
12,Algeria,DZA,DZ,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,161,7,7,7,7,982363.0
12,Algeria,DZA,DZ,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,170,8,8,8,8,966591.0
12,Algeria,DZA,DZ,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,179,9,9,9,9,943501.0
12,Algeria,DZA,DZ,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,91,10,10,10,10,923842.0
12,Algeria,DZA,DZ,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,109,11,11,11,11,897739.0
12,Algeria,DZA,DZ,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,110,12,12,12,12,863344.0
12,Algeria,DZA,DZ,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,111,13,13,13,13,832988.0
12,Algeria,DZA,DZ,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,112,14,14,14,14,798973.0
12,Algeria,DZA,DZ,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,86,15,15,15,15,760357.0
12,Algeria,DZA,DZ,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,113,16,16,16,16,720290.0
12,Algeria,DZA,DZ,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,114,17,17,17,17,683402.0
12,Algeria,DZA,DZ,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,115,18,18,18,18,650804.0
16,American Samoa,ASM,AS,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,42,0,0,1,1,735.0
16,American Samoa,ASM,AS,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,89,1,1,1,1,749.0
16,American Samoa,ASM,AS,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,117,2,2,2,2,760.0
16,American Samoa,ASM,AS,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,126,3,3,3,3,763.0
16,American Samoa,ASM,AS,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,135,4,4,4,4,773.0
16,American Samoa,ASM,AS,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,90,5,5,5,5,791.0
16,American Samoa,ASM,AS,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,152,6,6,6,6,808.0
16,American Samoa,ASM,AS,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,161,7,7,7,7,818.0
16,American Samoa,ASM,AS,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,170,8,8,8,8,819.0
16,American Samoa,ASM,AS,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,179,9,9,9,9,815.0
16,American Samoa,ASM,AS,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,91,10,10,10,10,811.0
16,American Samoa,ASM,AS,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,109,11,11,11,11,809.0
16,American Samoa,ASM,AS,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,110,12,12,12,12,804.0
16,American Samoa,ASM,AS,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,111,13,13,13,13,815.0
16,American Samoa,ASM,AS,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,112,14,14,14,14,813.0
16,American Samoa,ASM,AS,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,86,15,15,15,15,781.0
16,American Samoa,ASM,AS,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,113,16,16,16,16,752.0
16,American Samoa,ASM,AS,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,114,17,17,17,17,726.0
16,American Samoa,ASM,AS,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,115,18,18,18,18,703.0
20,Andorra,AND,AD,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,42,0,0,1,1,572.0
20,Andorra,AND,AD,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,89,1,1,1,1,444.0
20,Andorra,AND,AD,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,117,2,2,2,2,375.0
20,Andorra,AND,AD,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,126,3,3,3,3,469.0
20,Andorra,AND,AD,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,135,4,4,4,4,578.0
20,Andorra,AND,AD,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,90,5,5,5,5,645.0
20,Andorra,AND,AD,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,152,6,6,6,6,661.0
20,Andorra,AND,AD,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,161,7,7,7,7,693.0
20,Andorra,AND,AD,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,170,8,8,8,8,695.0
20,Andorra,AND,AD,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,179,9,9,9,9,698.0
20,Andorra,AND,AD,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,91,10,10,10,10,738.0
20,Andorra,AND,AD,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,109,11,11,11,11,798.0
20,Andorra,AND,AD,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,110,12,12,12,12,844.0
20,Andorra,AND,AD,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,111,13,13,13,13,859.0
20,Andorra,AND,AD,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,112,14,14,14,14,882.0
20,Andorra,AND,AD,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,86,15,15,15,15,858.0
20,Andorra,AND,AD,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,113,16,16,16,16,816.0
20,Andorra,AND,AD,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,114,17,17,17,17,825.0
20,Andorra,AND,AD,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,115,18,18,18,18,827.0
24,Angola,AGO,AO,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,42,0,0,1,1,1319023.0
24,Angola,AGO,AO,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,89,1,1,1,1,1278428.0
24,Angola,AGO,AO,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,117,2,2,2,2,1246246.0
24,Angola,AGO,AO,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,126,3,3,3,3,1213603.0
24,Angola,AGO,AO,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,135,4,4,4,4,1181918.0
24,Angola,AGO,AO,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,90,5,5,5,5,1152296.0
24,Angola,AGO,AO,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,152,6,6,6,6,1123264.0
24,Angola,AGO,AO,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,161,7,7,7,7,1094985.0
24,Angola,AGO,AO,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,170,8,8,8,8,1067529.0
24,Angola,AGO,AO,4,47,Population by 1-year age groups and sex,Annual population by 1-year age groups and by sex,25,World Population Prospects,0,4,Median,Median,Median,74,2023,2023.5,0,Not applicable,1,Model-based Estimates,3,Projection,3,Both sexes,179,9,9,9,9,1038897.0
